Mode-ID,<c2>,dtheta_dc,dL_dc,domega_dc
1,561.0325469550444,-0.007818161329731477,0.007913768760036537,0.0018706272625808886
2,441.88443221197286,-0.0051156394749860955,0.005878586445704418,0.001564222193502257
3,206.4628733536114,-0.0012813222961344864,-0.015550342414467263,-0.007820750446006441
4,117.8856808887129,-0.001307862827792461,-0.011605441624840956,-0.0016759027928460474
5,78.1531057559838,-0.0077426646001545266,-0.03444140987444004,0.007308986377432387
6,51.970834760786985,-0.0206131609235529,0.016157203119021246,-0.002533830133188164
7,39.039018445923084,0.008340472509343005,0.008390361333669388,-0.0013268545682056654
8,35.241402868261076,-0.013318875784646788,0.00476785988594516,-0.0010094437506506463
9,32.308980739482394,-0.007486369387288801,0.003376616593651916,0.0006866169715734798
10,27.89962886225122,-0.003049614981991044,-0.03844650041733985,-0.003259575485332072
11,26.207217268121138,0.02578422092015688,-0.02236294429705682,-0.0024599763732910825
12,24.121787015555835,0.008651092269737317,0.0287088697494126,0.0070796845566821545
13,22.554811693855164,0.009541479446345357,-0.028078640427518804,-0.001081694461526886
14,20.78412933518953,-0.011364063372112366,0.019568572352195297,0.003808650704152848
15,18.97691897049797,0.001176861491915517,0.016744041264972396,-0.002922578944367642
16,18.6830626131346,0.014018697977630269,0.017287316359374885,0.007566951466858823
17,18.01929372265134,0.004038178843410309,-0.004674950721798746,-0.00961133776816903
18,15.842965958878786,0.02355089701318723,0.00910738491465814,0.003195897075559766
19,14.475603644738314,-0.01469014782915107,0.05396103211432489,0.0054456239363373325
20,13.820012387668584,0.014014075426447873,-0.048390957292491515,0.0018458553654417801
21,12.48842404967659,0.00270980610742267,-0.028792022165578975,0.0007893526674643713
22,11.780791581300695,-0.007412305492063926,0.017138581363861864,-0.004167343172411341
23,10.818940351548317,0.009582369942186777,0.043121442100981545,0.0014880575634529766
24,10.231460460851796,-0.008271625846109769,0.01855016696454003,0.0005645532752105023
25,9.669729453835316,-0.003255766035766135,-0.02845068432469369,0.004419732505000258
26,9.197481565396442,0.0012107193048252025,-0.06764127724510566,0.0033906968471462697
27,8.969413342714008,-0.0015170683905759092,-0.029355762547064287,-0.0004504825543956793
28,8.665618233898734,0.016496726028742806,-0.028048576463883024,-0.0018678742324539355
29,8.037792523429724,0.0007464653191756926,0.01432516104239466,0.004820445124390864
30,7.528405000080945,-0.01592053563693405,0.012746624842067764,-0.0037151359988881563
31,7.276859883833489,-0.002947287349792324,0.00885028906669015,0.0015363828327554373
32,6.979276637197231,-0.007479134426712406,0.003613269795926944,0.0011495683988284313
33,6.35443540980406,0.0032584464674773853,-0.023958614732988086,-0.001918266454450032
34,6.131929128771069,0.016660170769938254,-0.013135290371922702,0.002045182093281234
35,5.798200464425064,0.006777291666884788,-0.006439489765756597,0.0014460381512180532
36,5.375729807075865,0.00530949293742973,0.054757461151334084,0.002872987047959553
37,5.039960019028205,0.004630142339964505,0.030604419507327733,0.0035479436710401453
38,4.499057696083133,-0.0044576830741594785,-0.004144329083909553,-0.0063524990121248326
39,4.3025337522174,0.008536880262792316,-0.03684527329147741,-0.014303787564171153
40,4.131222614509525,-0.0031987184037411444,0.03793980143276757,0.0020858948509902575
41,4.030666362506278,0.010569360465374815,0.021981375581310136,-0.0029435830200625194
42,3.841473222953603,-0.01061453846397748,0.08199735506990805,0.0017297454395439676
43,3.7377895889664914,-0.00026191689795907245,-0.01742584077104576,-0.0007099417949069843
44,3.483570357197865,0.0030405550161703037,-0.028957466435855832,-0.003910217788137242
45,3.3140785371712846,0.014514385439793788,-0.038639987958369135,0.006098689405261364
46,3.2418929189340155,-0.015147200627373559,0.007965940408988095,-0.0033339444598369065
47,3.076719937096318,-0.006590889773332959,0.13546977970444252,0.004100563630110637
48,2.8191399636361423,0.014037283558880134,-0.014072156439421104,-0.0010165856110997645
49,2.71343744178202,0.004838486915259927,0.05057923624530083,-0.005641500349671727
50,2.6621445339364733,-0.0028475050207237623,0.008497037625974639,0.003142027368496365
51,2.452068028703402,0.00554505762042387,-0.016588542659148067,-0.0043857884419212755
52,2.388942892216158,0.012882859809056624,0.05421119289808783,-0.001971140108103142
53,2.333655320253023,-0.0034620909725157625,0.031504066507493066,-0.0031758640305092787
54,2.2857854067578627,-0.011377925849810398,0.05872686053664612,0.0030751706096534713
55,2.1298791250570432,-0.006300761411418336,0.009237650764952695,-0.0017706321144127406
56,2.0962976076016973,-0.015247022767882324,-0.06447218353243228,-0.0014592366273853804
57,2.003253097739517,-0.004373286124743232,0.07801088364264541,0.0017487189458050376
58,1.9345902869964084,-0.002829830030310683,0.05956365937475226,-0.000939129246568375
59,1.8777562800534957,-0.0047537740035506005,0.02825326657473855,0.0013697000269384519
60,1.7951041961307332,-0.0064389164744587815,0.07653943942710459,0.0009193497570731508
